32940,10005,1,1466100186000,Mountain View
32940,10007,1,1466100188000,Mountain View
32940,10015,1,1466100182000,Mountain View
32940,90012,1,1466100192000,Mountain View
32940,90013,1,1466100192000,Mountain View
32940,90015,1,1466100194000,Mountain View
28865,10001,1,1466100062000,Mountain View
28865,10003,1,1466100158000,Mountain View
28865,10007,1,1466100066000,Mountain View
28865,90004,1,1466100094000,Mountain View
28865,90009,1,1466100092000,Mountain View
28865,90011,1,1466100082000,Mountain View
21141,10002,1,1466099810000,Mountain View
21141,10003,1,1466099812000,Mountain View
21141,10004,1,1466099812000,Mountain View
21141,90001,1,1466099800000,Mountain View
21141,90002,1,1466099802000,Mountain View
21141,90003,1,1466099804000,Mountain View
28024,10001,1,1466100176000,Mountain View
28024,10004,1,1466100192000,Mountain View
28024,10006,1,1466100188000,Mountain View
28024,90003,1,1466100194000,Mountain View
28024,90006,1,1466100196000,Mountain View
28024,90007,1,1466100196000,Mountain View
57462,10001,1,1466092046000,Mountain View
57462,10003,1,1466092056000,Mountain View
57462,10006,1,1466092024000,Mountain View
57462,10010,1,1466092054000,Mountain View
57462,10012,1,1466092066000,Mountain View
57462,10013,1,1466092082000,Mountain View
57462,10014,1,1466092050000,Mountain View
57462,90011,1,1466092060000,Mountain View
72875,10002,1,1466100050000,Mountain View
72875,10010,1,1466100058000,Mountain View
72875,10012,1,1466100056000,Mountain View
72875,90003,1,1466100094000,Mountain View
72875,90008,1,1466100084000,Mountain View
72875,90015,1,1466100090000,Mountain View
80374,10001,1,1466051472000,Mountain View
80374,10006,1,1466051474000,Mountain View
80374,10007,1,1466051474000,Mountain View
80374,10012,1,1466051474000,Mountain View
80374,10013,1,1466051476000,Mountain View
80374,90003,1,1466051470000,Mountain View
80374,90004,1,1466051470000,Mountain View
80374,90009,1,1466051472000,Mountain View
80374,90010,1,1466051472000,Mountain View
80374,90015,1,1466051472000,Mountain View
21619,10012,1,1465049318000,San Francisco
21619,10013,1,1465049318000,San Francisco
21619,10014,1,1465049318000,San Francisco
21619,90001,1,1465049312000,San Francisco
21619,90013,1,1465049314000,San Francisco
21619,90015,1,1465049314000,San Francisco
68754,90009,1,1466100158000,Mountain View
68754,90010,1,1466100186000,Mountain View
34615,10006,1,1466092100000,Mountain View
34615,10012,1,1466092104000,Mountain View
34615,10014,1,1466092102000,Mountain View
34615,90002,1,1466092112000,Mountain View
34615,90011,1,1466092108000,Mountain View
34615,90014,1,1466092112000,Mountain View
36401,10008,1,1466100122000,Mountain View
36401,10009,1,1466100122000,Mountain View
36401,10010,1,1466100122000,Mountain View
36401,90005,1,1466100116000,Mountain View
36401,90006,1,1466100116000,Mountain View
36401,90007,1,1466100118000,Mountain View
70281,90006,1,1466103828000,Mountain View
46843,10001,1,1466100134000,Mountain View
46843,10005,1,1466100180000,Mountain View
46843,10006,1,1466100180000,Mountain View
46843,10007,1,1466100180000,Mountain View
46843,10009,1,1466100188000,Mountain View
46843,10012,1,1466100234000,Mountain View
46843,10013,1,1466100236000,Mountain View
46843,10014,1,1466100236000,Mountain View
46843,90004,1,1466100176000,Mountain View
46843,90005,1,1466100178000,Mountain View
39819,10001,1,1466100060000,Mountain View
39819,10004,1,1466100070000,Mountain View
39819,10006,1,1466100054000,Mountain View
39819,10007,1,1466100056000,Mountain View
39819,10012,1,1466100092000,Mountain View
39819,90003,1,1466100534000,Mountain View
39819,90004,1,1466100536000,Mountain View
39819,90005,1,1466100536000,Mountain View
39819,90007,1,1466100180000,Mountain View
39819,90010,1,1466100174000,Mountain View
39819,90013,1,1466100066000,Mountain View
39819,90015,1,1466100064000,Mountain View
88190,10004,1,1466100046000,Mountain View
88190,10008,1,1466100062000,Mountain View
88190,10009,1,1466100122000,Mountain View
88190,10010,1,1466100068000,Mountain View
88190,10014,1,1466100124000,Mountain View
88190,90010,1,1466100058000,Mountain View
88190,90012,1,1466100054000,Mountain View
88190,90013,1,1466100054000,Mountain View
38808,10011,1,1466100048000,Mountain View
38808,10012,1,1466100048000,Mountain View
38808,10013,1,1466100050000,Mountain View
38808,90005,1,1466100044000,Mountain View
38808,90006,1,1466100044000,Mountain View
38808,90007,1,1466100044000,Mountain View
61945,10004,1,1466100164000,Mountain View
61945,10005,1,1466100162000,Mountain View
61945,10007,1,1466100108000,Mountain View
61945,10011,1,1466100100000,Mountain View
61945,90005,1,1466100112000,Mountain View
61945,90006,1,1466100112000,Mountain View
61945,90007,1,1466100112000,Mountain View
90162,10001,1,1466099706000,Mountain View
90162,10007,1,1466100190000,Mountain View
90162,10008,1,1466099708000,Mountain View
90162,10010,1,1466100206000,Mountain View
90162,10011,1,1466100192000,Mountain View
90162,10013,1,1466099708000,Mountain View
90162,90001,1,1466100194000,Mountain View
90162,90005,1,1466099702000,Mountain View
90162,90006,1,1466100186000,Mountain View
90162,90007,1,1466100186000,Mountain View
90162,90011,1,1466100194000,Mountain View
90162,90014,1,1466099704000,Mountain View
27981,10006,1,1465047836000,San Francisco
27981,10007,1,1465047836000,San Francisco
27981,10008,1,1465047836000,San Francisco
27981,90009,1,1465047834000,San Francisco
27981,90010,1,1465047834000,San Francisco
27981,90011,1,1465047834000,San Francisco
5980,10001,1,1466100186000,Mountain View
5980,10002,1,1466100186000,Mountain View
5980,10012,1,1466100190000,Mountain View
5980,90010,1,1466100182000,Mountain View
5980,90011,1,1466100210000,Mountain View
5980,90014,1,1466100222000,Mountain View
34643,10006,1,1466091870000,Mountain View
34643,90011,1,1466091880000,Mountain View
44954,10001,1,1466091704000,Mountain View
44954,90011,1,1466091714000,Mountain View
66348,10010,1,1466099670000,Mountain View
66348,10011,1,1466099672000,Mountain View
66348,10012,1,1466099672000,Mountain View
66348,90013,1,1466099668000,Mountain View
66348,90014,1,1466099670000,Mountain View
66348,90015,1,1466099670000,Mountain View
85152,10001,1,1466100088000,Mountain View
85152,10006,1,1466100074000,Mountain View
85152,10012,1,1466100090000,Mountain View
85152,90004,1,1466100116000,Mountain View
85152,90013,1,1466100116000,Mountain View
85152,90015,1,1466100114000,Mountain View
97911,10001,1,1466100194000,Mountain View
97911,10006,1,1466100192000,Mountain View
97911,10010,1,1466100194000,Mountain View
97911,90001,1,1466100198000,Mountain View
97911,90004,1,1466100196000,Mountain View
97911,90013,1,1466100188000,Mountain View
97911,90014,1,1466100188000,Mountain View
89887,10005,1,1466092202000,Mountain View
89887,10006,1,1466092202000,Mountain View
89887,10007,1,1466092202000,Mountain View
89887,90001,1,1466092202000,Mountain View
89887,90009,1,1466092200000,Mountain View
89887,90011,1,1466092200000,Mountain View
79586,10006,1,1466100840000,Mountain View
79586,10007,1,1466100840000,Mountain View
79586,10008,1,1466100154000,Mountain View
79586,10010,1,1466100156000,Mountain View
79586,90002,1,1466100126000,Mountain View
79586,90008,1,1466100180000,Mountain View
79586,90011,1,1466100186000,Mountain View
79586,90012,1,1466100842000,Mountain View
79586,90013,1,1466100842000,Mountain View
79586,90014,1,1466100842000,Mountain View
79586,90015,1,1466100184000,Mountain View
82059,10004,1,1466100180000,Mountain View
82059,10010,1,1466100184000,Mountain View
82059,10011,1,1466100176000,Mountain View
82059,90005,1,1466100190000,Mountain View
82059,90006,1,1466100186000,Mountain View
82059,90007,1,1466100186000,Mountain View
82059,90008,1,1466100190000,Mountain View
30699,10001,1,1466091806000,Mountain View
30699,90011,1,1466091806000,Mountain View
